Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-December-2018,1144.70,1159.00,1139.60,1154.85,1150.495948836827942963,268318,6005,308698772.00,70546,26.29,19.40,10.15
4-December-2018,1157.00,1157.40,1142.95,1151.55,1149.317192642787996127,206600,4741,237448932.00,34752,16.82,14.45,-5.45
3-December-2018,1172.05,1174.00,1148.65,1156.30,1158.381920208033942380,292260,8019,338548700.00,79862,27.33,25.35,-15.75
30-November-2018,1172.00,1186.00,1162.95,1168.20,1173.569391549233798664,454515,16103,533404892.00,118071,25.98,23.05,-3.80
29-November-2018,1159.00,1179.90,1158.80,1170.00,1171.965290094966532150,413830,14828,484994396.00,116134,28.06,21.10,11.00
28-November-2018,1132.30,1157.70,1126.50,1146.25,1139.617156918996799653,1098006,17132,1251306476.00,169921,15.48,31.20,13.95
27-November-2018,1109.50,1129.40,1101.70,1127.50,1122.579155183379266482,264152,6556,296531529.00,61921,23.44,27.70,18.00
26-November-2018,1109.95,1117.25,1098.05,1109.60,1107.733301622271179651,279608,6373,309731093.00,66919,23.93,19.20,-0.35
22-November-2018,1114.70,1125.10,1100.00,1102.85,1112.906518704015601453,360992,8015,401750350.00,76688,21.24,25.10,-11.85
21-November-2018,1137.00,1145.40,1107.05,1112.30,1115.365938481683254548,499461,9198,557081787.00,192693,38.58,38.35,-24.70
20-November-2018,1146.00,1155.45,1130.40,1138.65,1141.293971163395426545,472247,6805,538972654.00,64810,13.72,25.05,-7.35
19-November-2018,1132.00,1151.40,1131.20,1149.60,1141.130495047580166992,514395,13163,586991821.00,215124,41.82,20.20,17.60
16-November-2018,1096.10,1129.30,1096.10,1127.50,1122.166917513571339152,702952,14307,788829479.00,161502,22.97,33.20,31.40
15-November-2018,1096.00,1102.85,1087.10,1096.90,1094.984758451321714403,286257,6454,313447052.00,52445,18.32,15.75,0.90
14-November-2018,1105.00,1112.85,1087.00,1096.10,1098.051187503421942806,420083,8532,461272637.00,88950,21.17,25.85,-8.90
13-November-2018,1075.90,1102.80,1071.00,1099.55,1090.265427750690630537,363436,8299,396241706.00,83791,23.06,31.80,23.65
12-November-2018,1098.50,1100.05,1074.30,1078.75,1085.915927104425802719,259275,7060,281550852.00,73519,28.36,25.75,-19.75
9-November-2018,1106.00,1113.30,1086.00,1093.35,1100.432592436532181607,379720,7920,417856264.00,94582,24.91,27.30,-12.65
7-November-2018,1116.80,1117.00,1106.60,1110.55,1110.660072555268274106,99786,3836,110828326.00,42586,42.68,10.40,-6.25
6-November-2018,1094.30,1111.95,1093.05,1103.45,1104.369267744487248713,661149,11150,730152637.00,249829,37.79,18.90,9.15
5-November-2018,1074.00,1093.50,1064.50,1088.55,1072.589550319978448391,5052059,14534,5418785691.00,4346186,86.03,29.00,14.55
2-November-2018,1067.80,1081.00,1063.00,1074.25,1069.774226839061543225,4308094,14539,4608687928.00,3619191,84.01,18.00,6.45
1-November-2018,1066.40,1068.80,1050.30,1056.90,1058.489017097488171868,393976,9454,417019269.00,85260,21.64,18.50,-9.50
31-October-2018,1064.70,1065.70,1047.65,1061.40,1061.406704939286457302,3153168,10980,3346793657.00,2709209,85.92,18.05,-3.30
30-October-2018,1087.45,1087.45,1052.00,1057.15,1064.765084944346807264,558189,13384,594340158.00,138891,24.88,35.45,-30.30
29-October-2018,1047.70,1093.15,1047.00,1088.00,1071.352596622980388788,535561,12329,573774668.00,114234,21.33,46.15,40.30
26-October-2018,1040.00,1056.75,1022.15,1044.70,1043.700571887227851911,647855,14144,676166634.00,89817,13.86,34.60,4.70
25-October-2018,1036.00,1040.05,1017.00,1030.20,1029.148342577121871792,704437,17801,724970171.00,193416,27.46,23.05,-5.80
24-October-2018,1074.00,1074.95,1031.00,1046.60,1049.174530456396895426,584557,13935,613302316.00,160476,27.45,43.95,-27.40
23-October-2018,1053.00,1064.50,1043.70,1052.60,1053.389206468383302333,527427,12615,555585909.00,141338,26.80,20.80,-0.40
22-October-2018,1111.00,1114.80,1057.35,1062.45,1081.490803836838474791,646574,19144,699263835.00,211879,32.77,57.45,-48.55
19-October-2018,1103.90,1110.00,1073.15,1101.65,1091.483717483717483717,1461537,29562,1595243838.00,655286,44.84,36.85,-2.25
17-October-2018,1180.00,1180.95,1141.00,1148.90,1168.247769947962584816,1452993,15094,1697455832.00,898169,61.82,39.95,-31.10
16-October-2018,1146.15,1168.00,1140.80,1163.65,1155.505975898322528415,464449,11757,536673595.00,118255,25.46,27.20,17.50
15-October-2018,1133.30,1146.35,1119.25,1139.80,1137.466520180409390540,397762,12777,452440958.00,75084,18.88,27.10,6.50
12-October-2018,1102.50,1129.00,1102.00,1126.40,1121.248509316213259688,446104,11160,500193445.00,104315,23.38,27.00,23.90
11-October-2018,1067.80,1114.40,1043.05,1089.20,1086.152927173741208810,765397,17702,831338192.00,142520,18.62,71.35,21.40
10-October-2018,1095.00,1114.70,1085.10,1102.35,1101.459998171570892396,404719,10879,445781789.00,67328,16.64,29.60,7.35
9-October-2018,1121.10,1123.50,1080.75,1090.40,1103.029464789640881750,620130,16031,684021662.00,125017,20.16,42.75,-30.70
8-October-2018,1048.85,1115.35,1025.20,1107.95,1083.820858327684397061,1330634,31974,1442168884.00,276727,20.80,90.15,59.10
5-October-2018,1102.60,1115.55,1039.55,1049.85,1078.781661904896851220,1164483,37869,1256222906.00,271825,23.34,76.00,-52.75
4-October-2018,1199.00,1199.00,1105.05,1120.55,1140.900705335074634920,1482416,42726,1691289460.00,459995,31.03,93.95,-78.45
3-October-2018,1233.10,1239.75,1198.70,1205.30,1216.429484156209850355,430421,11873,523576795.00,130256,30.26,41.05,-27.80
1-October-2018,1258.20,1260.00,1204.30,1231.55,1227.095172534126505941,366797,9965,450094828.00,66461,18.12,55.70,-26.65
28-September-2018,1260.00,1271.10,1247.65,1258.20,1256.213811332866299829,648062,12202,814104435.00,339361,52.37,23.45,-1.80
27-September-2018,1259.80,1263.25,1238.60,1252.90,1251.819547694433102994,389427,9977,487492331.00,85334,21.91,24.65,-6.90
26-September-2018,1235.20,1254.10,1226.80,1251.75,1240.607314509083909560,337685,8887,418934481.00,131410,38.91,27.30,16.55
25-September-2018,1233.30,1244.90,1195.75,1230.60,1226.820889955240130650,396784,14124,486782900.00,73170,18.44,49.15,-2.70
24-September-2018,1216.00,1239.90,1204.25,1232.30,1224.787549459595825477,451884,14400,553461897.00,192393,42.58,35.65,16.30
21-September-2018,1220.05,1237.10,1183.20,1216.85,1223.288332238630986432,566364,14105,692826473.00,202323,35.72,53.90,-3.20
19-September-2018,1225.00,1227.00,1201.20,1210.30,1210.645654344494496818,861320,13027,1042753315.00,501202,58.19,25.80,-14.70
18-September-2018,1224.00,1238.90,1214.25,1217.20,1228.184924383378655598,314415,9624,386159763.00,81647,25.97,24.65,-6.80
17-September-2018,1251.90,1251.90,1220.50,1226.25,1233.111595644575883855,371950,10206,458655858.00,100654,27.06,31.40,-25.65
14-September-2018,1261.00,1275.00,1248.55,1252.80,1257.863695068483839173,294230,7446,370101235.00,79267,26.94,26.45,-8.20
12-September-2018,1244.45,1257.65,1229.85,1252.70,1243.499809486484426880,459285,9593,571120810.00,62561,13.62,27.80,8.25
11-September-2018,1260.00,1267.75,1235.00,1238.45,1252.894717573936206543,366025,9979,458590789.00,82487,22.54,32.75,-21.55
10-September-2018,1275.00,1276.75,1251.55,1257.15,1263.687195223136694333,343489,9264,434062651.00,71284,20.75,25.20,-17.85
7-September-2018,1267.70,1279.90,1254.85,1276.75,1271.423463983050847457,430464,10897,547302030.00,91640,21.29,25.05,9.05
6-September-2018,1230.00,1263.80,1226.00,1260.15,1245.310056910380016781,558949,12177,696064811.00,102255,18.29,37.80,30.15
5-September-2018,1245.00,1252.45,1210.00,1225.80,1228.889420920613299224,1203980,17285,1479558285.00,596628,49.55,42.45,-19.20
4-September-2018,1235.00,1254.75,1230.00,1242.35,1241.189098129289351339,433632,10816,538219311.00,65432,15.09,24.75,7.35
3-September-2018,1249.00,1258.00,1227.50,1230.40,1244.617672812399915796,1220847,12950,1519487752.00,793456,64.99,30.50,-18.60
31-August-2018,1273.80,1273.80,1237.05,1240.95,1251.350399213721861896,1284024,14772,1606763945.00,900813,70.16,36.75,-32.85
30-August-2018,1300.00,1300.00,1270.45,1274.10,1278.056379830189254935,1802595,11065,2303818040.00,1472726,81.70,29.55,-25.90
29-August-2018,1319.00,1328.75,1290.30,1294.45,1309.211051735892640880,570571,15437,746997859.00,137151,24.04,38.45,-24.55
28-August-2018,1298.75,1323.00,1295.50,1318.20,1310.944019012410879324,484736,12158,635461760.00,115900,23.91,27.50,19.45
27-August-2018,1280.05,1296.20,1280.00,1291.60,1290.466958294255467152,288953,7343,372884299.00,68974,23.87,16.20,11.55
